run_id,model,method,task,metric_dimension,aug,think,strict_f1,strict_acc,lenient_f1,lenient_acc,n_total_rows,n_scored_rows,n_unknown,unknown_rate,unknown_row_indices,prediction_file,timestamp
059,Qwen3-14B,LoRA,Act,Act,None,ON,0.285471,0.401015,0.430003,0.431472,494,394,100,0.202429,50;52;58;60;68;70;74;77;78;79;122;123;127;129;148;150;152;153;154;156;158;161;162;164;165;200;204;230;231;233;234;237;241;243;246;248;249;250;251;252;274;276;278;288;290;291;292;293;295;311;314;315;316;318;319;320;330;331;333;335;336;337;339;340;345;347;349;350;352;372;373;374;375;378;382;384;386;388;389;394;395;396;400;401;404;406;407;410;411;421;422;423;424;425;427;428;439;441;443;445,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B/run059_act.csv,2026-05-05T17:59:56
061,LLaMA-3.1-8B,LoRA,MI,MI,Qwen3-Gen,N/A,0.625486,0.724907,0.820624,0.8829,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/Baseline-Experiments/LORA/LLaMA-3.1-8B/run061_mi.csv,2026-05-06T20:50:40
062,LLaMA-3.1-8B,LoRA,ML,ML,Qwen3-Gen,N/A,0.440699,0.593117,0.713124,0.785425,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/Baseline-Experiments/LORA/LLaMA-3.1-8B/run062_ml.csv,2026-05-06T20:51:25
063,LLaMA-3.1-8B,LoRA,PG,PG,Qwen3-Gen,N/A,0.484833,0.587045,0.737296,0.840081,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run063_pg.csv,2026-05-06T21:40:48
064,LLaMA-3.1-8B,LoRA,Act,Act,Qwen3-Gen,N/A,0.55258,0.615385,0.775148,0.797571,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run064_act.csv,2026-05-06T21:43:20
065,LLaMA-3.1-8B,LoRA,MT,MI,Qwen3-Gen,N/A,0.554969,0.852227,0.85066,0.923077,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run065_mt.csv,2026-05-06T22:42:03
065,LLaMA-3.1-8B,LoRA,MT,ML,Qwen3-Gen,N/A,0.419139,0.633603,0.663161,0.714575,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run065_mt.csv,2026-05-06T22:42:03
065,LLaMA-3.1-8B,LoRA,MT,PG,Qwen3-Gen,N/A,0.487089,0.601215,0.739457,0.840081,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run065_mt.csv,2026-05-06T22:42:03
065,LLaMA-3.1-8B,LoRA,MT,Act,Qwen3-Gen,N/A,0.483339,0.682186,0.770464,0.801619,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run065_mt.csv,2026-05-06T22:42:03
066,Mistral-7B,LoRA,MI,MI,Qwen3-Gen,N/A,0.505538,0.579926,0.688233,0.747212,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run066_mi.csv,2026-05-07T01:19:14
067,Mistral-7B,LoRA,ML,ML,Qwen3-Gen,N/A,0.336742,0.425101,0.575601,0.595142,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run067_ml.csv,2026-05-07T01:19:31
068,Mistral-7B,LoRA,PG,PG,Qwen3-Gen,N/A,0.398862,0.45749,0.609523,0.661943,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run068_pg.csv,2026-05-07T02:00:15
069,Mistral-7B,LoRA,Act,Act,Qwen3-Gen,N/A,0.427852,0.508097,0.601798,0.607287,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run069_act.csv,2026-05-07T02:00:24
070,Mistral-7B,LoRA,MT,MI,Qwen3-Gen,N/A,0.483576,0.703854,0.715546,0.807302,494,493,1,0.002024,209,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run070_mt.csv,2026-05-07T14:57:13
070,Mistral-7B,LoRA,MT,ML,Qwen3-Gen,N/A,0.448532,0.539554,0.634592,0.655172,494,493,1,0.002024,209,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run070_mt.csv,2026-05-07T14:57:13
070,Mistral-7B,LoRA,MT,PG,Qwen3-Gen,N/A,0.500009,0.523327,0.732733,0.837728,494,493,1,0.002024,209,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run070_mt.csv,2026-05-07T14:57:13
070,Mistral-7B,LoRA,MT,Act,Qwen3-Gen,N/A,0.484043,0.565923,0.67051,0.740365,494,493,1,0.002024,209,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run070_mt.csv,2026-05-07T14:57:13
071,Qwen3-14B,LoRA,MI,MI,Qwen3-Gen,OFF,0.695929,0.815985,0.857642,0.914498,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run071_mi.csv,2026-05-07T17:08:41
072,Qwen3-14B,LoRA,ML,ML,Qwen3-Gen,OFF,0.474486,0.6417,0.717956,0.757085,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run072_ml.csv,2026-05-07T17:08:56
073,Qwen3-14B,LoRA,PG,PG,Qwen3-Gen,OFF,0.498469,0.615385,0.737214,0.819838,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run073_pg.csv,2026-05-07T17:09:04
074,Qwen3-14B,LoRA,Act,Act,Qwen3-Gen,OFF,0.568683,0.684211,0.813685,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run074_act.csv,2026-05-07T18:15:34
075,Qwen3-14B,LoRA,MT,MI,Qwen3-Gen,OFF,0.54988,0.842105,0.839391,0.908907,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run075_mt.csv,2026-05-07T18:31:24
075,Qwen3-14B,LoRA,MT,ML,Qwen3-Gen,OFF,0.489913,0.696356,0.716169,0.763158,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run075_mt.csv,2026-05-07T18:31:24
075,Qwen3-14B,LoRA,MT,PG,Qwen3-Gen,OFF,0.531639,0.659919,0.754403,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run075_mt.csv,2026-05-07T18:31:24
075,Qwen3-14B,LoRA,MT,Act,Qwen3-Gen,OFF,0.570813,0.738866,0.845504,0.860324,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run075_mt.csv,2026-05-07T18:31:24
076,Gemma3-12B,LoRA,MI,MI,Qwen3-Gen,N/A,0.734747,0.85316,0.858575,0.908922,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run076_mi.csv,2026-05-07T23:26:32
077,Gemma3-12B,LoRA,ML,ML,Qwen3-Gen,N/A,0.526349,0.724696,0.76365,0.801619,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run077_ml.csv,2026-05-07T23:26:47
078,Gemma3-12B,LoRA,PG,PG,Qwen3-Gen,N/A,0.548137,0.668016,0.762403,0.836032,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run078_pg.csv,2026-05-07T23:27:07
079,Gemma3-12B,LoRA,Act,Act,Qwen3-Gen,N/A,0.579847,0.649798,0.863158,0.870445,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run079_act.csv,2026-05-08T00:36:38
080,Gemma3-12B,LoRA,MT,MI,Qwen3-Gen,N/A,0.572159,0.825911,0.847947,0.91498,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run080_mt.csv,2026-05-08T01:02:46
080,Gemma3-12B,LoRA,MT,ML,Qwen3-Gen,N/A,0.510665,0.742915,0.779272,0.834008,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run080_mt.csv,2026-05-08T01:02:46
080,Gemma3-12B,LoRA,MT,PG,Qwen3-Gen,N/A,0.491966,0.67004,0.75493,0.831984,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run080_mt.csv,2026-05-08T01:02:46
080,Gemma3-12B,LoRA,MT,Act,Qwen3-Gen,N/A,0.600174,0.748988,0.879388,0.888664,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run080_mt.csv,2026-05-08T01:02:46
081,Gemma3-27B,LoRA,MI,MI,Qwen3-Gen,N/A,0.748189,0.856877,0.873442,0.918216,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run081_mi.csv,2026-05-08T08:21:04
082,Gemma3-27B,LoRA,ML,ML,Qwen3-Gen,N/A,0.512738,0.738866,0.763288,0.797571,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run082_ml.csv,2026-05-08T08:03:52
083,Gemma3-27B,LoRA,PG,PG,Qwen3-Gen,N/A,0.571609,0.653846,0.786701,0.854251,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run083_pg.csv,2026-05-08T08:08:37
084,Gemma3-27B,LoRA,Act,Act,Qwen3-Gen,N/A,0.582922,0.661943,0.84844,0.8583,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run084_act.csv,2026-05-08T19:23:57
085,Gemma3-27B,LoRA,MT,MI,Qwen3-Gen,N/A,0.600033,0.852227,0.85635,0.917004,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run085_mt.csv,2026-05-08T20:30:32
085,Gemma3-27B,LoRA,MT,ML,Qwen3-Gen,N/A,0.504469,0.744939,0.78056,0.819838,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run085_mt.csv,2026-05-08T20:30:32
085,Gemma3-27B,LoRA,MT,PG,Qwen3-Gen,N/A,0.526198,0.668016,0.762708,0.827935,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run085_mt.csv,2026-05-08T20:30:32
085,Gemma3-27B,LoRA,MT,Act,Qwen3-Gen,N/A,0.584014,0.751012,0.873469,0.880567,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run085_mt.csv,2026-05-08T20:30:32
086,LLaMA-3.1-8B,LoRA,MI,MI,Qwen3-Gen+Verify,N/A,0.627795,0.728625,0.829713,0.890335,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run086_mi.csv,2026-05-06T22:29:17
087,LLaMA-3.1-8B,LoRA,ML,ML,Qwen3-Gen+Verify,N/A,0.447814,0.595142,0.724116,0.783401,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run087_ml.csv,2026-05-06T23:29:46
088,LLaMA-3.1-8B,LoRA,PG,PG,Qwen3-Gen+Verify,N/A,0.479358,0.582996,0.724194,0.825911,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run088_pg.csv,2026-05-06T23:29:53
089,LLaMA-3.1-8B,LoRA,Act,Act,Qwen3-Gen+Verify,N/A,0.549553,0.617409,0.769166,0.795547,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run089_act.csv,2026-05-07T00:15:20
090,LLaMA-3.1-8B,LoRA,MT,MI,Qwen3-Gen+Verify,N/A,0.563196,0.848178,0.839746,0.917004,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run090_mt.csv,2026-05-07T00:20:08
090,LLaMA-3.1-8B,LoRA,MT,ML,Qwen3-Gen+Verify,N/A,0.426053,0.6417,0.669786,0.716599,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run090_mt.csv,2026-05-07T00:20:08
090,LLaMA-3.1-8B,LoRA,MT,PG,Qwen3-Gen+Verify,N/A,0.478212,0.591093,0.712193,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run090_mt.csv,2026-05-07T00:20:08
090,LLaMA-3.1-8B,LoRA,MT,Act,Qwen3-Gen+Verify,N/A,0.475222,0.674089,0.757809,0.795547,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Llama/run090_mt.csv,2026-05-07T00:20:08
091,Mistral-7B,LoRA,MI,MI,Qwen3-Gen+Verify,N/A,0.496908,0.55948,0.697072,0.758364,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run091_mi.csv,2026-05-07T14:56:23
092,Mistral-7B,LoRA,ML,ML,Qwen3-Gen+Verify,N/A,0.36925,0.435223,0.635444,0.665992,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run092_ml.csv,2026-05-07T14:56:52
093,Mistral-7B,LoRA,PG,PG,Qwen3-Gen+Verify,N/A,0.396146,0.421053,0.594309,0.651822,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run093_pg.csv,2026-05-07T15:38:39
094,Mistral-7B,LoRA,Act,Act,Qwen3-Gen+Verify,N/A,0.473357,0.576923,0.695189,0.738866,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run094_act.csv,2026-05-07T15:38:51
095,Mistral-7B,LoRA,MT,MI,Qwen3-Gen+Verify,N/A,0.48453,0.751012,0.713471,0.801619,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run095_mt.csv,2026-05-07T15:39:12
095,Mistral-7B,LoRA,MT,ML,Qwen3-Gen+Verify,N/A,0.481121,0.576923,0.639261,0.65587,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run095_mt.csv,2026-05-07T15:39:12
095,Mistral-7B,LoRA,MT,PG,Qwen3-Gen+Verify,N/A,0.49864,0.534413,0.724009,0.817814,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run095_mt.csv,2026-05-07T15:39:12
095,Mistral-7B,LoRA,MT,Act,Qwen3-Gen+Verify,N/A,0.488973,0.603239,0.673201,0.736842,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Mistral/run095_mt.csv,2026-05-07T15:39:12
096,Qwen3-14B,LoRA,MI,MI,Qwen3-Gen+Verify,OFF,0.701561,0.821561,0.865917,0.918216,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run096_mi.csv,2026-05-07T18:15:56
097,Qwen3-14B,LoRA,ML,ML,Qwen3-Gen+Verify,OFF,0.47968,0.657895,0.741443,0.783401,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run097_ml.csv,2026-05-07T19:20:00
098,Qwen3-14B,LoRA,PG,PG,Qwen3-Gen+Verify,OFF,0.530152,0.62753,0.740624,0.819838,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run098_pg.csv,2026-05-07T19:22:19
099,Qwen3-14B,LoRA,Act,Act,Qwen3-Gen+Verify,OFF,0.61087,0.722672,0.839009,0.854251,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run099_act.csv,2026-05-07T21:30:13
100,Qwen3-14B,LoRA,MT,MI,Qwen3-Gen+Verify,OFF,0.621594,0.854251,0.856855,0.923077,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run100_mt.csv,2026-05-07T21:39:35
100,Qwen3-14B,LoRA,MT,ML,Qwen3-Gen+Verify,OFF,0.469242,0.698381,0.731548,0.777328,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run100_mt.csv,2026-05-07T21:39:35
100,Qwen3-14B,LoRA,MT,PG,Qwen3-Gen+Verify,OFF,0.510559,0.639676,0.734369,0.825911,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run100_mt.csv,2026-05-07T21:39:35
100,Qwen3-14B,LoRA,MT,Act,Qwen3-Gen+Verify,OFF,0.578058,0.722672,0.838107,0.854251,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Qwen3-14B/run100_mt.csv,2026-05-07T21:39:35
101,Gemma3-12B,LoRA,MI,MI,Qwen3-Gen+Verify,N/A,0.730982,0.856877,0.876638,0.921933,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run101_mi.csv,2026-05-08T00:38:36
102,Gemma3-12B,LoRA,ML,ML,Qwen3-Gen+Verify,N/A,0.508965,0.730769,0.764371,0.799595,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run102_ml.csv,2026-05-08T01:51:17
103,Gemma3-12B,LoRA,PG,PG,Qwen3-Gen+Verify,N/A,0.5574,0.678138,0.79084,0.854251,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run103_pg.csv,2026-05-08T01:51:42
104,Gemma3-12B,LoRA,Act,Act,Qwen3-Gen+Verify,N/A,0.635056,0.706478,0.881142,0.890688,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run104_act.csv,2026-05-08T02:14:37
105,Gemma3-12B,LoRA,MT,MI,Qwen3-Gen+Verify,N/A,0.552173,0.815789,0.832844,0.90081,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run105_mt.csv,2026-05-08T03:17:29
105,Gemma3-12B,LoRA,MT,ML,Qwen3-Gen+Verify,N/A,0.502757,0.740891,0.78701,0.831984,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run105_mt.csv,2026-05-08T03:17:29
105,Gemma3-12B,LoRA,MT,PG,Qwen3-Gen+Verify,N/A,0.485553,0.659919,0.755049,0.821862,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run105_mt.csv,2026-05-08T03:17:29
105,Gemma3-12B,LoRA,MT,Act,Qwen3-Gen+Verify,N/A,0.572909,0.744939,0.868357,0.876518,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-12B/run105_mt.csv,2026-05-08T03:17:29
106,Gemma3-27B,LoRA,MI,MI,Qwen3-Gen+Verify,N/A,0.770569,0.873606,0.882512,0.925651,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run106_mi.csv,2026-05-08T19:34:25
107,Gemma3-27B,LoRA,ML,ML,Qwen3-Gen+Verify,N/A,0.506677,0.742915,0.784593,0.817814,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run107_ml.csv,2026-05-08T19:19:37
108,Gemma3-27B,LoRA,PG,PG,Qwen3-Gen+Verify,N/A,0.564477,0.629555,0.7641,0.831984,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run108_pg.csv,2026-05-09T04:09:52
109,Gemma3-27B,LoRA,Act,Act,Qwen3-Gen+Verify,N/A,0.599528,0.678138,0.85277,0.862348,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run109_act.csv,2026-05-09T04:11:15
110,Gemma3-27B,LoRA,MT,MI,Qwen3-Gen+Verify,N/A,0.61865,0.856275,0.87329,0.927126,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run110_mt.csv,2026-05-09T04:45:13
110,Gemma3-27B,LoRA,MT,ML,Qwen3-Gen+Verify,N/A,0.513131,0.759109,0.790678,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run110_mt.csv,2026-05-09T04:45:13
110,Gemma3-27B,LoRA,MT,PG,Qwen3-Gen+Verify,N/A,0.52411,0.680162,0.76481,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run110_mt.csv,2026-05-09T04:45:13
110,Gemma3-27B,LoRA,MT,Act,Qwen3-Gen+Verify,N/A,0.593798,0.761134,0.85942,0.868421,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/DataAugmentation-Experiments/LORA/Gemma3-27B/run110_mt.csv,2026-05-09T04:45:13
111,Qwen3-14B,LoRA,MI,MI,Qwen3-Gen,ON,0.722246,0.843866,0.860879,0.914498,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_111_qwen3_14b_think_lora_gen_mi_predictions.csv,2026-05-11T06:33:39
112,Qwen3-14B,LoRA,ML,ML,Qwen3-Gen,ON,0.495885,0.710526,0.753044,0.793522,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_112_qwen3_14b_think_lora_gen_ml_predictions.csv,2026-05-11T06:33:40
113,Qwen3-14B,LoRA,PG,PG,Qwen3-Gen,ON,0.513694,0.653846,0.754403,0.82996,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_113_qwen3_14b_think_lora_gen_pg_predictions.csv,2026-05-11T06:33:40
114,Qwen3-14B,LoRA,Act,Act,Qwen3-Gen,ON,0.624847,0.753036,0.86319,0.874494,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_114_qwen3_14b_think_lora_gen_act_predictions.csv,2026-05-11T06:33:41
115,Qwen3-14B,LoRA,MT,MI,Qwen3-Gen,ON,0.612137,0.856275,0.853836,0.921053,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_115_qwen3_14b_think_lora_gen_mt_predictions.csv,2026-05-11T06:33:42
115,Qwen3-14B,LoRA,MT,ML,Qwen3-Gen,ON,0.496139,0.732794,0.749633,0.809717,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_115_qwen3_14b_think_lora_gen_mt_predictions.csv,2026-05-11T06:33:42
115,Qwen3-14B,LoRA,MT,PG,Qwen3-Gen,ON,0.517938,0.688259,0.776252,0.850202,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_115_qwen3_14b_think_lora_gen_mt_predictions.csv,2026-05-11T06:33:42
115,Qwen3-14B,LoRA,MT,Act,Qwen3-Gen,ON,0.557061,0.736842,0.848775,0.862348,494,494,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_Gen/outputs/20260510_fixed_peft_retrain_232602/run_115_qwen3_14b_think_lora_gen_mt_predictions.csv,2026-05-11T06:33:42
116,Qwen3-14B,LoRA,MI,MI,Qwen3-Gen+Verify,ON,0.706828,0.830855,0.859823,0.914498,538,538,0,0.0,,/WAVE/projects2/CSEN-346-Sp26/Group3/TutorMind/CoT-Experiments/LORA/Qwen3_14B_GenVerify/outputs/20260510_fixed_peft_retrain_232602/run_116_qwen3_14b_think_lora_genverify_mi_predictions.csv,2026-05-11T06:33:43
